OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ShapeSTArea,ShapeSTLength
303,Ringgold Park,City of Boston,A97,3,South End,0.380436,10 Ringgold Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,19405.79834,603.736021
304,Blackstone Square,City of Boston,A97,1,South End,2.444436,1535 Washington Str.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,106481.5095,1309.759836
305,Franklin Square,City of Boston,A97,1,South End,2.482805,Opposite 7 St. George Str.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,108152.9109,1319.669925
306,South End South Burying Ground,City of Boston,Ch114S7/A97,4,South End,1.477161,1620 Washington Str.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,A,64033.50171,1177.641006
307,Worcester Square,City of Boston,A97,1,South End,0.343756,17 Worcester Sq.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,14974.29517,709.322084
308,Carter Playground,City of Boston,A97,3,South End,4.91455,627 Columbus Ave,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,214081.613,2132.069668
309,Titus Sparrow Park,City of Boston,A97,3,South End,1.751345,75 West Rutland Sq.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,78354.8396,1450.631853
310,Waltham Square,City of Boston,A97,1,South End,0.118405,Opposite 75 Union Park Str.,Industrial District,"Malls, Squares & Plazas",BPRD, ,X,X,5157.818115,341.240542
311,Harriet Tubman Square,City of Boston,A97,1,South End,0.14,Columbus/Warren Ave.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,6175.802979,359.880944
312,Concord Square,City of Boston,A97,1,South End,0.149551,Opposite 20 Concord Sq.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,6514.555664,896.265355
313,Rutland/Washington Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.282007, ,Open Space District,Community Gardens,BNAN, ,N, ,12284.42236,495.740264
314,Saranac/New Castle Garden,MBTA,A97,5,South End,0.152017, ,Open Space District,Community Gardens,NULL,DCR,N, ,6621.997803,671.906149
315,Kendall & Lenox Streets Garden,Community Group/Nonprofit, ,5,South End,0.434023, ,Open Space District,Community Gardens,BNAN, ,N, ,18906.36328,633.694509
316,Ramsay Park,City of Boston,A97,3,South End,5.493408,1917 Washington Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,239297.0942,2040.891346
317,Worcester Street Garden,Community Group/Nonprofit, ,5,South End,0.57, ,Residential District,Community Gardens,, ,N, ,24808.20483,741.145667
318,Berkeley Street Garden,Community Group/Nonprofit,Land Trust,5,South End,1.101929, ,Residential District,Community Gardens,BNAN, ,N, ,48000.88257,1635.980023
319,Warren & Clarendon Streets Garden,Community Group/Nonprofit,Land Trust,5,South End,0.052126, ,Open Space District,Community Gardens,BNAN, ,N, ,2270.62915,197.397144
320,Unity Towers Garden,Private, ,5,South End,0.066949, ,Residential District,Community Gardens,NULL, ,N, ,2916.371826,217.982774
321,Dartmouth Garden,Community Group/Nonprofit,Land Trust,5,South End,0.071549, ,Open Space District,Community Gardens,BNAN, ,N, ,3116.729492,233.113266
322,Wellington Green,Community Group/Nonprofit,Land Trust,5,South End,0.046058, ,Open Space District,Community Gardens,BNAN, ,N, ,2369.753662,238.342043
323,Blackwood/Claremont Garden,MBTA,A97,5,Back Bay/Beacon Hill,0.094798, ,Open Space District,Community Gardens,NULL,DCR,N, ,4361.095703,321.667311
324,Greenwich/Cumberland Garden,MBTA,A97,5,Back Bay/Beacon Hill,0.088515, ,Open Space District,Community Gardens,NULL,DCR,N, ,4274.568115,327.23874
325,Braddock Park Garden,MBTA,A97,5,South End,0.092125, ,Residential District,Community Gardens,NULL,DCR,N, ,3930.934082,270.541131
326,Chester Park,City of Boston,A97,1,South End,0.89013,Between 531 to 555 Mass Ave.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,38774.76978,1679.24841
327,Msgr. Reynolds Playground,City of Boston,A97,3,South End,0.306097,Corner of Wash. & Msgr. Reynolds,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,13978.65283,468.044051
328,Rutland Square,City of Boston,A97,1,South End,0.155807, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,6787.083252,923.524294
329,Hiscock Park,City of Boston,A97,3,South End,0.10573, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,4605.667236,288.917773
330,Billings Field,City of Boston,A97,3,West Roxbury,10.775067,369 LaGrange Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,469370.2776,2795.86271
331,Leatherbee Woods,BNAN,Land Trust/WPA,6,West Roxbury,8.15, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N,X,354979.2328,2501.690593
332,Mount Benedict Cemetery,Private, ,4,West Roxbury,79.21, ,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,NULL, ,N, ,3454684.523,11302.80067
333,Mount Lebanon Cemetery,Private, ,4,West Roxbury,48.594399, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, ,2121996.862,15947.64842
334,Gethsemane Cemetery,Private, ,4,West Roxbury,20.811977, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, ,907832.7039,3774.160879
335,Hancock Woods I,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,45.95, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR, ,X,X,2001598.816,8079.254446
336,Hancock Woods II,Private,100/WPA,2,West Roxbury,4.59, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",NULL, ,N, ,199859.6764,2093.782163
337,Dana Road I,City of Boston, ,6,West Roxbury,2.577497, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,118826.9174,3280.449454
338,Dana Road II,Private, ,6,West Roxbury,0.352712, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,8692.570557,569.528232
339,Oak Ridge,Private, ,6,West Roxbury,0.179112, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,7802.258057,354.223812
340,Sawmill Brook/Brook Farm,Commonwealth of Massachusetts,A97/NRHP/WPA,2,West Roxbury,146.637043, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,6509298.093,18133.71072
341,Congregation Mishkan Tefia Cemetery,Private, ,4,West Roxbury,9.586875, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, ,417611.7048,3035.375468
342,Carroll Pond Playground,City of Boston,A97,3,West Roxbury,0.471694, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,20547.36609,574.759351
343,Draper Playground,City of Boston,A97,3,West Roxbury,5.791218,68 Stimpson Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,252269.9242,2274.520719
344,Westerly Burying Ground,City of Boston,Ch114S7/A97/NR,4,West Roxbury,0.903463,Centre Str.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,X,39355.52991,963.021805
345,Piemonte Park,City of Boston,A97,1,West Roxbury,0.089567,Opposite 200 Lasell Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,3901.598145,322.616389
346,Duffie Square,City of Boston,A97,1,West Roxbury,0.060401,Clement/Stratford Str.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,2631.131836,237.218687
347,Centre Marsh,Private, ,6,West Roxbury,3.718912, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,161998.6824,1841.740807
348,St Joseph's Cemetery,Private, ,4,West Roxbury,128.275773, ,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,NULL, ,N, ,5624021.661,25581.04299
349,Allandale Woods I,City of Boston,A97/WPA,6,West Roxbury,49.58, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BPRD,BPRD,X,X,2159607.387,13903.26028
350,Allandale Woods III,Private,A97/CR/WPA,6,West Roxbury,16.72, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC,Private+BPRD,X,X,728521.7102,10707.41082
351,Bellevue Hill Reservation,Commonwealth of Massachusetts,A97,2,West Roxbury,26.781805, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,1166636.156,4438.480032
352,Praught/Bunker Fields,Private,A97,3,West Roxbury,4.917963, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,214230.2697,2072.028461
353,West Roxbury H.S. Athletic Fields,City of Boston, ,3,West Roxbury,13.42,Off VFW Pkwy,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,584754.0974,4350.468984
354,Catholic Memorial H.S. Athltc Fld,Private, ,3,West Roxbury,7.260063, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,316253.9993,2609.81917
355,Harvard Medical School Quadrangle,Private, ,1,Fenway/Kenmore,1.712231, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X,74586.12207,1227.896682
356,Wentworth Grounds,Private, ,1,Fenway/Kenmore,3.285798, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X,143131.9026,2893.546632
357,Mason Schoolyard,City of Boston, ,3,Roxbury,0.380477, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,16573.86401,774.322148
358,Boys Club Park,Private, ,3,Roxbury,0.815125, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,35507.48267,738.135662
359,UMass Boston Athletic Fields,Commonwealth of Massachusetts, ,3,Dorchester,18.467781, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,429393.0723,4541.066208
360,Claymont Terrace,Private, ,3,Dorchester,0.605737, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,26386.38525,712.904109
361,Lucy Stone Schoolyard,City of Boston, ,3,Dorchester,0.783457, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,34128.00732,1512.691079
362,St Mary's Cemetery,Private, ,4,Mattapan,10.621638, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, ,462686.7795,2936.118928
363,Dartmouth Street Mall,City of Boston, ,1,Back Bay/Beacon Hill,0.998565,Western Sidewalk Dartmouth Street from Boylston to Beacon Sts,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPWD,N,X,43849.42798,2564.191329
364,Ramler Park,City of Boston,A97,3,Fenway/Kenmore,0.51,124 Peterborough Str.,Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,22040.09815,604.725552
365,Belle Isle Coastal Preserve,City of Boston,WPA/Ch91/AC,6,East Boston,1.57, ,Open Space District,Urban Wilds & Natural Areas,NULL,BPRD,N,X,68192.24976,1317.672623
366,Fernald Rock,City of Boston,A97,6,Dorchester,0.064225, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,2763.769287,217.012687
367,Richmond & North Streets Park I,MassDOT,BPRD License,3,Central Boston,0.09, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,4137.633789,450.998622
368,Nashua Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,2.033537, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,88582.44238,1848.828092
369,Crittenton Hospital,Private, ,6,Allston-Brighton,2.926563, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, ,127483.3506,1673.778892
370,Chestnut Hill Reservoir,Commonwealth of Massachusetts,"A97,/NRHP/WPA",2,Allston-Brighton,115.802332, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,5044439.256,20198.08007
371,Commonwealth Avenue Outbound,City of Boston,,1,Allston-Brighton,5.527804, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,240795.4341,35569.11925
372,Mount St. Joseph's Athletic Fields,Private, ,6,Allston-Brighton,4.19149, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, ,156605.48,1909.547479
373,Penniman Road Play Area,City of Boston,A97,3,Allston-Brighton,0.760017,25 Penniman Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,40176.26148,973.852338
374,O'Day Playground,City of Boston,A97,3,South End,0.717655,"West Newton, San Juan, & Aquadilla Sts.",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,31261.61523,713.823214
375,Fan Pier Plaza,United States of America,Ch91/WPA,1,South Boston,2.36,12 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,102943.7644,2027.351407
376,Children's Wharf Harborwalk,Private,A97/Ch91/WPA,1,South Boston,0.23,308 Congress Street,Industrial District,"Malls, Squares & Plazas",BPRD,Private,X,X,10066.42822,765.708006
377,Children's Wharf Park,BRA,A97/Ch91/WPA,3,South Boston,0.94,64 Sleeper St,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,40747.83716,912.942413
378,Emanuel College Grounds,Private, ,1,Fenway/Kenmore,3.621663, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N, ,139656.1707,3059.850785
379,Christian Science Plaza,Private, ,1,Fenway/Kenmore,9.919982, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,432122.1106,6100.239972
380,Harcourt/West Canton Garden,MBTA,A97,5,Back Bay/Beacon Hill,0.050946, ,Open Space District,Community Gardens,NULL,DCR,N, ,3410.995361,262.951443
381,Braddock Park,City of Boston,A97,1,South End,0.09218,27 Braddock Park,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,4015.418213,562.013152
382,Jenney Plaza,Private, ,1,Central Boston,0.125966, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,5487.155273,354.0269
383,Grain Exchange Plaza,City of Boston, ,1,Central Boston,0.051824, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,2257.495117,274.036816
384,Pagoda Park,MassDOT, ,3,Central Boston,0.34,Opposite 144 Kneeland Str.,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,14674.06421,471.632838
385,Massachusetts Avenue Malls,City of Boston, ,1,South End,0.434929,Between 525 & 565 Mass. Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,18945.85205,4815.74725
386,United Nbhd of Lower Roxbury CG,Commonwealth of Massachusetts, ,5,South End,0.276803, ,Residential District,Community Gardens,NULL, ,N, ,12489.21924,514.323502
387,Lewis Mall,BHA, ,1,East Boston,1.271205, ,Open Space District,"Malls, Squares & Plazas",NULL,BHA,N,X,57725.00269,1694.136132
388,Scarmella/Maverick Square,Commonwealth of Massachusetts, ,1,East Boston,0.398704, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,17367.86694,1019.149367
389,Veterans Park I,MassDOT, ,3,East Boston,0.37,Corner of Decatur and London Sts,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,16020.38013,618.905631
390,Veterans Park II,City of Boston,A97,3,East Boston,0.2,76-84 London Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,8662.453369,376.583681
391,Decatur & Meridian Streets Park,MassDOT, ,3,East Boston,0.2, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,8877.374756,616.352613
392,East Boston Piers Park,Massport, ,3,East Boston,6.79, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,295804.5286,3637.089685
393,Sullivan Square,City of Boston,,1,Charlestown,1.620525, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,70591.32324,1978.602207
394,Caldwell Street Play Area,City of Boston,A97,3,Charlestown,0.112858,Adjacent to 13 Caldwell,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,5554.737549,305.96673
395,L Street Beach,City of Boston,A97/Ch91/WPA,2,South Boston,5.571016, ,Open Space District,"Parkways, Reservations & Beaches",BPRD, ,X,X,242677.7766,2872.003213
396,M Street Beach,Commonwealth of Massachusetts,A97,2,South Boston,4.402673, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,191783.843,4674.623154
397,Stonehill Park,City of Boston,A97,3,Hyde Park,0.317541,2-16 Raldne St.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,15923.87866,555.378647
398,Strandway/Castle Island,Commonwealth of Massachusetts,A97,2,South Boston,47.699466, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,2077825.683,24033.19499
399,Marine Park,Commonwealth of Massachusetts,A97,2,South Boston,17.199981, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,749244.5002,5430.675882
400,UMass Harborwalk,Commonwealth of Massachusetts,Ch91/WPA,2,Dorchester,13.085314, ,Institutional District,"Parkways, Reservations & Beaches",NULL, ,N,X,570006.3948,10017.69266
401,Malibu Beach,Commonwealth of Massachusetts,A97,2,Dorchester,26.117477, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,1137697.538,13699.29638
402,Victory Road Park,Commonwealth of Massachusetts,A97,2,Dorchester,6.154657, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,268101.6448,3019.54857
403,Parkman Memorial,City of Boston,A97/GPOD,3,Jamaica Plain,6.709691,Perkins Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,292279.3291,4863.358647
404,VFW Parkway,Commonwealth of Massachusetts,A97,2,West Roxbury,13.165763, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,573510.8379,34840.843
405,West Roxbury High School Marsh,City of Boston,WPA,6,West Roxbury,21.1991, ,Institutional District,Urban Wilds & Natural Areas,NULL, ,N,X,935902.9192,4677.880035
406,Mass Art Park,City of Boston, ,1,Fenway/Kenmore,0.152338, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X,6977.025391,399.207258
407,West Roxbury Parkway,Commonwealth of Massachusetts, ,2,West Roxbury,31.76, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X,1378840.486,36054.59926
408,Florida Street Reservation,City of Boston,A97,1,Dorchester,0.06797, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,2960.841309,1034.552257
409,Tenean Beach,Commonwealth of Massachusetts,A97/ACEC,2,Dorchester,8.701531, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,379045.4216,4132.543591
410,Cedar Grove Cemetery,Private, ,4,Dorchester,54.21745, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N, ,2360139.467,11721.67406
411,Martini Playground,Commonwealth of Massachusetts,A97/WPA,2,Hyde Park,5.779952, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X,251779.2056,4772.213572
412,Mother Brook I,Private, ,6,Hyde Park,0.370131, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,16123.19141,1888.081025
413,Mother Brook III,City of Boston,A97/WPA,6,Hyde Park,3.786779, ,Industrial District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,170198.873,2258.340531
414,Reservation Road Park,City of Boston,A97/WPA,3,Hyde Park,6.19563,151 Res. Road,Industrial District,"Parks, Playgrounds & Athletic Fields",BCC,BPRD,X,X,236082.5601,2817.845423
415,Colella Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.688147, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,29976.22192,712.7367
416,Neponset Valley Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,5.495916, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X,238974.2644,8065.034964
417,Dooley Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.444957, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,23331.87109,650.894704
418,Stony Brook Reservation I,Commonwealth of Massachusetts,A97/Wetlands,2,Hyde Park,292.26, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X,12432956.94,40797.43494
419,Patrick J. Kelly Park,Private, ,3,Charlestown,0.140622, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,10964.17603,553.926991
420,Clark/Cooper Community Garden,Private,Land Trust,5,Mattapan,5.66, ,Industrial District,Community Gardens,Mass Audubon Society, ,X, ,246398.8093,2971.18715
421,Rutland Green,BRA, ,5,South End,0.091575, ,Residential District,Community Gardens,BNAN, ,N, ,3833.274902,266.579162
422,Follen Garden,MBTA,A97,5,Back Bay/Beacon Hill,0.087036, ,Open Space District,Community Gardens,NULL,DCR,N, ,4178.730225,305.784698
423,Wellington Common,MBTA, ,5,South End,0.108852, ,Open Space District,Community Gardens,NULL,DCR,N, ,4741.985107,312.136503
424,West Springfield Garden,Community Group/Nonprofit,Land Trust,5,South End,0.164811, ,Open Space District,Community Gardens,BNAN, ,N, ,7179.283691,339.566132
425,Greenwood Community Garden,BNAN,Land Trust,5,Roxbury,0.203915, ,Residential District,Community Gardens,NULL, ,N, ,8882.686035,377.71144
426,Highland Park 400 Garden,Community Group/Nonprofit,Land Trust,5,Roxbury,0.64041, ,Residential District,Community Gardens,NULL, ,N, ,29472.03027,734.468401
427,Bowditch Garden,Private, ,5,Jamaica Plain,0.135763, ,Residential District,Community Gardens,NULL, ,N, ,5913.957031,316.544659
428,Minton Stable Garden,BNAN,Land Trust,5,Jamaica Plain,1.2,102R-104A Williams Street,Open Space District,Community Gardens,NULL, ,N,X,52298.20898,1326.599085
429,McBride Garden,MBTA,A97,5,Jamaica Plain,0.061632, ,Open Space District,Community Gardens,NULL,DCR,N, ,2684.73291,241.983039
430,Kennedy Garden,Commonwealth of Massachusetts,A97,5,Mattapan,0.159632, ,Open Space District,Community Gardens,DCR, ,X, ,6953.685303,336.257975
431,White Stadium,City of Boston,A97,3,Roxbury,12.57331, ,Open Space District,"Parks, Playgrounds & Athletic Fields",George Robert White Fund,BPS,X, ,547703.1255,2960.776484
432,Beth Israel/Deaconess Plaza,Private, ,1,Fenway/Kenmore,0.50151, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X,21846.15869,738.950661
433,Rivermoor I,United States of America,A97,6,West Roxbury,7.713606, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, ,336953.2306,4406.993864
434,Havey Beach,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,15.32771, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,662021.0012,7696.022508
435,Millennium Park I,City of Boston,SURF/A97/WPA,3,West Roxbury,91.65,300 Gardner Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,X,X,3992302.132,9539.997278
436,South Street Mall,City of Boston,A97,1,Jamaica Plain,0.081388,South & Child Sts,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,4008.348145,312.554828
437,First Church Cemetery,Private, ,4,Jamaica Plain,0.628304, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N, ,27369.42432,678.771335
438,Laurel Street Green,City of Boston,A97,3,Roxbury,0.136562, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,5948.746338,328.156694
439,Golden Stairs Terrace Park I,City of Boston,A97,3,East Boston,0.17, ,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,BPRD,X,X,7426.335693,348.861518
440,The Rockies,City of Boston,A97,6,East Boston,0.727776, ,Open Space District,Urban Wilds & Natural Areas,BPRD, ,X,X,31122.28101,1248.035784
441,Childe Hassam Park,City of Boston,A97,1,South End,0.060163, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,2642.494629,266.231026
442,Roxbury Heritage State Park II,City of Boston,,3,Roxbury,0.35, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,DCR,N,X,15127.54224,496.803879
443,Kittredge-Linwood Parcel,BNAN,Land Trust,7,Roxbury,0.16388, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,6713.948242,329.034485
444,Nellie Miranda Memorial Park,City of Boston, ,3,Dorchester,0.09, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,3806.549805,252.110162
445,Grove Hall Plaza,City of Boston, ,1,Roxbury,0.09251, ,Open Space District,"Malls, Squares & Plazas",NULL,BRA,N,X,3848.19043,282.196187
446,St Rose Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.078056, ,Residential District,Community Gardens,NULL, ,N, ,3219.975586,232.045175
447,Commonwealth Plaza,MassDOT, ,1,Allston-Brighton,0.156734, ,Institutional District,"Malls, Squares & Plazas",NULL,Private,N,X,6827.451416,452.564308
448,Mendoza Square,City of Boston, ,1,East Boston,0.032375,435 Bennington St.,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,1410.273193,163.861833
449,Centre Place Garden,City of Boston, ,5,Roxbury,0.136605, ,Residential District,Community Gardens,NULL, ,N, ,6824.618652,341.380557
450,Highland Avenue Community Garden,BNAN,Land Trust,5,Roxbury,0.100615, ,Open Space District,Community Gardens,NULL, ,N, ,4351.118164,259.430095
451,Allan Crite Garden I,City of Boston,Land Trust,5,Roxbury,0.403607, ,Residential District,Community Gardens,NULL,Cooper Community Garden Ctr,N, ,16717.33862,803.966844
452,Chestnut Hill Reservoir Garden,Commonwealth of Massachusetts,A97,5,Allston-Brighton,0.113616, ,Open Space District,Community Gardens,DCR, ,X, ,4949.216553,289.088402
453,Ohrenberger Recreation Complex,City of Boston, ,3,West Roxbury,3.797976, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,165442.7439,3302.852319
454,Boston University Ball Diamond,Private, ,3,Allston-Brighton,1.676685, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,73037.70801,1076.742177
455,Oak Square,City of Boston,A97,1,Allston-Brighton,0.271456,427 Faneuil Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,11824.83862,558.003882
456,Wilson Square,City of Boston, ,1,Allston-Brighton,0.058175,Intersection of Dunboy & Perthshire,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,2534.16333,249.388734
457,Copley Place Plaza,MassDOT, ,1,Back Bay/Beacon Hill,0.289326, ,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,12603.26587,483.474049
458,Marketplace Plaza I,BRA, ,1,Central Boston,0.29, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,12798.21826,741.665705
459,Marketplace Plaza II,Private, ,1,Central Boston,0.1, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,4292.553955,266.048777
460,Liberty Square,City of Boston,Browne Fund,1,Central Boston,0.02935, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,1278.496338,146.280095
461,Little Mystic Access Area,BRA,A97/LWCFCh91/WP,3,Charlestown,2.07, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,X, ,89985.60059,2090.818434
462,Corey Street Court,BHA, ,3,Charlestown,0.175521, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X,7645.838135,363.766116
463,Columbia Road/Day Boulevard,Commonwealth of Massachusetts,A97,2,South Boston,17.188589, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,748748.2363,48341.97567
464,Joe Moakley Park,City of Boston,A97,3,South Boston,58.772425,1187 Columbia Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,2560172.354,7177.036194
465,Children's Museum Plaza,Private,Ch91/WPA,1,South Boston,0.44,312 Congress Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X,19156.11475,1023.812085
